Net Profit: All,Net Profit %: All,Net Profit: Long,Net Profit %: Long,Net Profit: Short,Net Profit %: Short,Gross Profit: All,Gross Profit %: All,Gross Profit: Long,Gross Profit %: Long,Gross Profit: Short,Gross Profit %: Short,Gross Loss: All,Gross Loss %: All,Gross Loss: Long,Gross Loss %: Long,Gross Loss: Short,Gross Loss %: Short,Max Run-up,Max Run-up %,Max Drawdown,Max Drawdown %,Buy & Hold Return,Buy & Hold Return %,Sharpe Ratio,Sortino Ratio,Profit Factor: All,Profit Factor: Long,Profit Factor: Short,Max Contracts Held: All,Max Contracts Held: Long,Max Contracts Held: Short,Open PL,Open PL %,Commission Paid: All,Commission Paid: Long,Commission Paid: Short,Total Closed Trades: All,Total Closed Trades: Long,Total Closed Trades: Short,Total Open Trades: All,Total Open Trades: Long,Total Open Trades: Short,Number Winning Trades: All,Number Winning Trades: Long,Number Winning Trades: Short,Number Losing Trades: All,Number Losing Trades: Long,Number Losing Trades: Short,Percent Profitable: All,Percent Profitable: Long,Percent Profitable: Short,Avg Trade: All,Avg Trade %: All,Avg Trade: Long,Avg Trade %: Long,Avg Trade: Short,Avg Trade %: Short,Avg Winning Trade: All,Avg Winning Trade %: All,Avg Winning Trade: Long,Avg Winning Trade %: Long,Avg Winning Trade: Short,Avg Winning Trade %: Short,Avg Losing Trade: All,Avg Losing Trade %: All,Avg Losing Trade: Long,Avg Losing Trade %: Long,Avg Losing Trade: Short,Avg Losing Trade %: Short,Ratio Avg Win / Avg Loss: All,Ratio Avg Win / Avg Loss: Long,Ratio Avg Win / Avg Loss: Short,Largest Winning Trade: All,Largest Winning Trade %: All,Largest Winning Trade: Long,Largest Winning Trade %: Long,Largest Winning Trade: Short,Largest Winning Trade %: Short,Largest Losing Trade: All,Largest Losing Trade %: All,Largest Losing Trade: Long,Largest Losing Trade %: Long,Largest Losing Trade: Short,Largest Losing Trade %: Short,Avg # Bars in Trades: All,Avg # Bars in Trades: Long,Avg # Bars in Trades: Short,Avg # Bars in Winning Trades: All,Avg # Bars in Winning Trades: Long,Avg # Bars in Winning Trades: Short,Avg # Bars in Losing Trades: All,Avg # Bars in Losing Trades: Long,Avg # Bars in Losing Trades: Short,Margin Calls: All,Margin Calls: Long,Margin Calls: Short,comment,__Start Date,__Start Month,__Start Year,__End Date,__End Month,__End Year,__USE SPECIFIC DATE ?,__LOTS,__Leverage,__LONG_ONLY ?,__DEMA_length,__Pivot Point Period,__ATR Factor,__ATR Period,__Length,__Slope,__Slope Calculation Method,__Show Only Confirmed Breakouts,__SL_METHOD,__LOWEST_SL_LOOKBACK,__PREVIOUS_SL_RR,__ATR_LENGTH,__ATR_SMOOTHING,__ATR_MUL_SL,__ATR_MUL_TP,__% TP 1,__% TP 2,__% SL
3307.83,330.78,2430.47,243.05,877.36,87.74,10993.05,1099.31,5915.19,591.52,5077.87,507.79,7685.22,768.52,3484.72,348.47,4200.51,420.05,3439.25,78.19,421.05,14.46,917.29,91.73,0.504,1.431,1.43,1.697,1.209,0,0,0,9.07,0.21,534.63,268.66,265.96,1247,609,638,1,1,0,639,329,310,608,280,328,51.24,54.02,48.59,2.65,1.7,3.99,2.19,1.38,1.23,17.2,6.18,17.98,6.43,16.38,5.92,12.64,3.01,12.45,2.78,12.81,3.2,1.361,1.445,1.279,145.59,36.2,103.19,25.19,145.59,36.2,38.49,5.1,35.5,5.1,38.49,5.1,28,29,28,38,38,38,18,19,18,0,0,0,"Skipped for ""Max Drawdown"": 421.05. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,5
3632.48,363.25,2724.87,272.49,907.62,90.76,9835.8,983.58,5363.96,536.4,4471.83,447.18,6203.31,620.33,2639.1,263.91,3564.22,356.42,3768.15,79.71,427.87,11.33,917.2,91.72,0.529,1.606,1.586,2.032,1.255,0,0,0,9.03,0.19,448.81,221.2,227.61,1010,478,532,1,1,0,512,252,260,498,226,272,50.69,52.72,48.87,3.6,2.05,5.7,2.77,1.71,1.41,19.21,6.77,21.29,7.38,17.2,6.18,12.46,2.79,11.68,2.37,13.1,3.15,1.542,1.823,1.313,191.97,47.55,191.97,47.55,138.58,34.46,38.49,5.1,33.5,5.1,38.49,5.1,35,37,33,50,52,49,19,21,18,0,0,0,"Skipped for ""Max Drawdown"": 427.87. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,5
2928.62,292.86,2037.67,203.77,890.95,89.1,7888.75,788.88,4253.55,425.35,3635.21,363.52,4960.13,496.01,2215.88,221.59,2744.25,274.43,3028.61,75.18,434.06,18.37,917.1,91.71,0.455,1.149,1.59,1.92,1.325,0,0,0,8.99,0.23,409.33,199.82,209.52,1113,524,589,1,1,0,448,216,232,665,308,357,40.25,41.22,39.39,2.63,1.31,3.89,1.7,1.51,0.96,17.61,6.35,19.69,6.91,15.67,5.82,7.46,2.08,7.19,1.95,7.69,2.2,2.361,2.737,2.038,259.01,65.17,259.01,65.17,144.15,35.84,60.39,7.56,23.7,3.4,60.39,7.56,32,33,30,54,56,53,16,17,16,0,0,0,"Skipped for ""Max Drawdown"": 434.06. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,4,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,3.3
3363.26,336.33,2266.31,226.63,1096.95,109.69,9897.49,989.75,5450.84,545.08,4446.65,444.67,6534.23,653.42,3184.52,318.45,3349.71,334.97,3506.31,78.15,434.41,14.7,916.73,91.67,0.489,1.331,1.515,1.712,1.327,0,0,0,9.14,0.21,550.56,277.98,272.58,1576,784,792,1,1,0,575,285,290,1001,499,502,36.48,36.35,36.62,2.13,0.92,2.89,1.15,1.39,0.69,17.21,6.09,19.13,6.65,15.33,5.54,6.53,2.06,6.38,2,6.67,2.12,2.637,2.997,2.298,178.32,44.6,178.32,44.6,149.14,37.08,60.39,7.56,32.09,4,60.39,7.56,23,23,22,42,43,41,12,12,12,0,0,0,"Skipped for ""Max Drawdown"": 434.41. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,4,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,2.3
2772.4,277.24,1854.68,185.47,917.71,91.77,8436.12,843.61,4518.24,451.82,3917.88,391.79,5663.72,566.37,2663.56,266.36,3000.17,300.02,2896.7,74.34,442.89,11.48,917.6,91.76,0.426,1.31,1.49,1.696,1.306,0,0,0,9.19,0.24,429.47,213.4,216.07,1059,504,555,1,1,0,516,249,267,543,255,288,48.73,49.4,48.11,2.62,1.62,3.68,1.98,1.65,1.3,16.35,5.87,18.15,6.33,14.67,5.44,10.43,2.41,10.45,2.28,10.42,2.53,1.567,1.737,1.409,230,56.32,230,56.32,150.92,37.53,35.59,5.1,35.5,5.1,35.59,5.1,33,35,32,49,52,46,19,19,18,0,0,0,"Skipped for ""Max Drawdown"": 442.89. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,5
4099.5,409.95,2850.98,285.1,1248.52,124.85,8764.63,876.46,4900.31,490.03,3864.32,386.43,4665.13,466.51,2049.33,204.93,2615.8,261.58,4264.49,81.55,445.6,9.7,917.41,91.74,0.605,2.466,1.879,2.391,1.477,0,0,0,9.11,0.18,363.63,178.36,185.28,831,393,438,1,1,0,386,190,196,445,203,242,46.45,48.35,44.75,4.93,2.27,7.25,3,2.85,1.62,22.71,7.76,25.79,8.62,19.72,6.92,10.48,2.49,10.1,2.26,10.81,2.67,2.166,2.555,1.824,335.2,83.13,335.2,83.13,142.49,35.43,31.96,4.4,30.46,4.4,31.96,4.4,41,44,38,65,70,61,20,21,19,0,0,0,"Skipped for ""Max Drawdown"": 445.60. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,6,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,4.3
3403.56,340.36,2326.41,232.64,1077.15,107.72,9221.11,922.11,4937.65,493.77,4283.46,428.35,5817.55,581.75,2611.24,261.12,3206.31,320.63,3537.38,78.57,461.15,10.58,917.31,91.73,0.561,1.728,1.585,1.891,1.336,0,0,0,9.07,0.21,428.47,212.02,216.46,998,477,521,1,1,0,482,235,247,516,242,274,48.3,49.27,47.41,3.41,1.84,4.88,2.32,2.07,1.39,19.13,6.73,21.01,7.26,17.34,6.22,11.27,2.73,10.79,2.48,11.7,2.95,1.697,1.947,1.482,230,56.32,230,56.32,150.92,37.53,32.44,4.4,30.46,4.4,32.44,4.4,35,37,33,54,57,51,18,19,17,0,0,0,"Skipped for ""Max Drawdown"": 461.15. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,4.3
3411.89,341.19,2178.35,217.83,1233.54,123.35,8319.83,831.98,4601.62,460.16,3718.21,371.82,4907.95,490.79,2423.27,242.33,2484.67,248.47,3592.66,79.18,462.69,14.27,916.79,91.68,0.471,1.547,1.695,1.899,1.496,0,0,0,9.17,0.21,443.95,221.95,222,1298,634,664,1,1,0,474,231,243,824,403,421,36.52,36.44,36.6,2.63,1.11,3.44,1.35,1.86,0.87,17.55,6.23,19.92,6.9,15.3,5.6,5.96,1.84,6.01,1.83,5.9,1.86,2.947,3.313,2.593,209.54,51.3,209.54,51.3,149.08,37.07,60.39,7.56,23.7,3.02,60.39,7.56,27,29,26,52,56,48,13,13,13,0,0,0,"Skipped for ""Max Drawdown"": 462.69. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,10,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,2.3
2858.56,285.86,1894.15,189.42,964.41,96.44,8727.33,872.73,4749.63,474.96,3977.7,397.77,5868.77,586.88,2855.48,285.55,3013.29,301.33,3037.22,75.97,464.36,19.45,916.99,91.7,0.405,0.978,1.487,1.663,1.32,0,0,0,9.25,0.24,509.36,255.28,254.08,1515,747,768,1,1,0,541,271,270,974,476,498,35.71,36.28,35.16,1.89,0.86,2.54,1.05,1.26,0.66,16.13,5.83,17.53,6.22,14.73,5.44,6.03,1.91,6,1.89,6.05,1.92,2.677,2.922,2.435,191.97,47.55,191.97,47.55,138.58,34.46,60.39,7.56,17.46,3.89,60.39,7.56,24,25,23,44,46,42,12,12,12,0,0,0,"Skipped for ""Max Drawdown"": 464.36. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,2.3
3317.87,331.79,2274.34,227.43,1043.53,104.35,8347.82,834.78,4499.34,449.93,3848.48,384.85,5029.95,502.99,2225,222.5,2804.94,280.49,3444.87,77.98,466.19,13.97,917.03,91.7,0.525,1.683,1.66,2.022,1.372,0,0,0,8.96,0.21,394.01,192.53,201.48,1002,467,535,1,1,0,411,201,210,591,266,325,41.02,43.04,39.25,3.31,1.54,4.87,2.06,1.95,1.08,20.31,7.1,22.38,7.67,18.33,6.56,8.51,2.33,8.36,2.17,8.63,2.46,2.386,2.676,2.123,257.23,64.73,257.23,64.73,143.44,35.67,60.39,7.56,23.7,3.4,60.39,7.56,35,37,33,61,63,59,17,17,17,0,0,0,"Skipped for ""Max Drawdown"": 466.19. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,5,3.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,3.3
3814.04,381.4,2776.26,277.63,1037.78,103.78,10427.83,1042.78,5686.33,568.63,4741.5,474.15,6613.79,661.38,2910.07,291.01,3703.72,370.37,3950.65,80.47,482.63,10.14,917.53,91.75,0.468,1.857,1.577,1.954,1.28,0,0,0,9.16,0.19,474.14,233.59,240.55,1075,511,564,1,1,0,546,272,274,529,239,290,50.79,53.23,48.58,3.55,2.01,5.43,2.65,1.84,1.44,19.1,6.74,20.91,7.25,17.3,6.23,12.5,2.86,12.18,2.59,12.77,3.09,1.528,1.717,1.355,189.41,46.92,189.41,46.92,135.63,33.72,38.49,5.1,33.5,5.1,38.49,5.1,33,35,31,47,49,45,19,20,18,0,0,0,"Skipped for ""Max Drawdown"": 482.63. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,5
3334.17,333.42,2076.13,207.61,1258.03,125.8,7929.04,792.9,4323.76,432.38,3605.28,360.53,4594.87,459.49,2247.63,224.76,2347.24,234.72,3515.57,78.8,482.73,16.13,917.61,91.76,0.468,1.406,1.726,1.924,1.536,0,0,0,9.52,0.22,425.31,213.77,211.54,1241,604,637,1,1,0,443,218,225,798,386,412,35.7,36.09,35.32,2.69,1.14,3.44,1.38,1.97,0.93,17.9,6.4,19.83,6.9,16.02,5.91,5.76,1.77,5.82,1.75,5.7,1.8,3.108,3.406,2.813,252.41,63.51,252.41,63.51,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,29,30,28,56,59,53,14,14,14,0,0,0,"Skipped for ""Max Drawdown"": 482.73. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,2.3
3618.9,361.89,2287.97,228.8,1330.93,133.09,8268.75,826.87,4500.63,450.06,3768.12,376.81,4649.85,464.99,2212.66,221.27,2437.2,243.72,3824.9,80.56,484.19,12.53,917.41,91.74,0.517,1.701,1.778,2.034,1.546,0,0,0,9.43,0.2,420.72,211.45,209.27,1167,568,599,1,1,0,424,208,216,743,360,383,36.33,36.62,36.06,3.1,1.26,4.03,1.55,2.22,0.98,19.5,6.81,21.64,7.4,17.45,6.25,6.26,1.91,6.15,1.83,6.36,1.98,3.116,3.52,2.741,252.41,63.51,252.41,63.51,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,30,32,29,59,62,57,14,14,14,0,0,0,"Skipped for ""Max Drawdown"": 484.19. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,2.3
3618.9,361.89,2287.97,228.8,1330.93,133.09,8268.75,826.87,4500.63,450.06,3768.12,376.81,4649.85,464.99,2212.66,221.27,2437.2,243.72,3824.9,80.56,484.19,12.53,917.53,91.75,0.517,1.701,1.778,2.034,1.546,0,0,0,9.48,0.21,420.72,211.45,209.27,1167,568,599,1,1,0,424,208,216,743,360,383,36.33,36.62,36.06,3.1,1.26,4.03,1.55,2.22,0.98,19.5,6.81,21.64,7.4,17.45,6.25,6.26,1.91,6.15,1.83,6.36,1.98,3.116,3.52,2.741,252.41,63.51,252.41,63.51,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,30,32,29,59,62,57,14,14,14,0,0,0,"Skipped for ""Max Drawdown"": 484.19. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,2.3
3698.21,369.82,2665.17,266.52,1033.04,103.3,10177.14,1017.71,5500.64,550.06,4676.5,467.65,6478.93,647.89,2835.48,283.55,3643.46,364.35,3835.77,80,506.78,10.79,917.03,91.7,0.446,1.765,1.571,1.94,1.284,0,0,0,8.96,0.19,474.83,234.28,240.55,1106,530,576,1,1,0,566,282,284,540,248,292,51.18,53.21,49.31,3.34,1.92,5.03,2.46,1.79,1.42,17.98,6.38,19.51,6.78,16.47,5.97,12,2.75,11.43,2.46,12.48,3.01,1.499,1.706,1.32,189.41,46.92,189.41,46.92,135.63,33.72,38.49,5.1,33.5,5.1,38.49,5.1,32,34,31,45,47,44,18,19,18,0,0,0,"Skipped for ""Max Drawdown"": 506.78. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,5
3713.58,371.36,2588.19,258.82,1125.39,112.54,8616.03,861.6,4776.68,477.67,3839.35,383.93,4902.44,490.24,2188.49,218.85,2713.96,271.4,3868.08,79.91,508.53,12.22,917.07,91.71,0.549,2.216,1.757,2.183,1.415,0,0,0,8.97,0.19,389.89,193.39,196.5,956,456,500,1,1,0,397,200,197,559,256,303,41.53,43.86,39.4,3.88,1.73,5.68,2.35,2.25,1.17,21.7,7.48,23.88,8.13,19.49,6.82,8.77,2.35,8.55,2.16,8.96,2.5,2.475,2.794,2.176,209.15,51.21,209.15,51.21,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,36,39,34,63,65,61,17,18,17,0,0,0,"Skipped for ""Max Drawdown"": 508.53. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,9,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,2.3,18,3.3
2957.44,295.74,2295.35,229.53,662.09,66.21,9064,906.4,4985.79,498.58,4078.21,407.82,6106.56,610.66,2690.44,269.04,3416.11,341.61,3098.51,75.61,512.4,12.59,917.75,91.78,0.428,1.256,1.484,1.853,1.194,0,0,0,9.26,0.23,453.26,224.19,229.07,1116,535,581,1,1,0,547,277,270,569,258,311,49.01,51.78,46.47,2.65,1.67,4.29,2.21,1.14,1.16,16.57,5.97,18,6.35,15.1,5.58,10.73,2.47,10.43,2.22,10.98,2.67,1.544,1.726,1.375,191.97,47.55,191.97,47.55,138.58,34.46,38.49,5.1,33.5,5.1,38.49,5.1,32,34,30,46,47,44,18,19,18,0,0,0,"Skipped for ""Max Drawdown"": 512.40. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,5
2837.44,283.74,1996.38,199.64,841.06,84.11,10541.95,1054.19,5602.68,560.27,4939.27,493.93,7704.51,770.45,3606.3,360.63,4098.21,409.82,2997.21,75.5,516.73,15.54,917.08,91.71,0.467,1.259,1.368,1.554,1.205,0,0,0,8.98,0.23,570.48,287.24,283.25,1516,748,768,1,1,0,666,342,324,850,406,444,43.93,45.72,42.19,1.87,1.03,2.67,1.3,1.1,0.77,15.83,5.69,16.38,5.85,15.24,5.52,9.06,2.62,8.88,2.53,9.23,2.7,1.746,1.844,1.652,145.59,36.2,99.91,25.13,145.59,36.2,60.39,7.56,32.87,4,60.39,7.56,23,24,23,35,35,36,14,15,14,0,0,0,"Skipped for ""Max Drawdown"": 516.73. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,2,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,3.3
3248.9,324.89,2246.8,224.68,1002.1,100.21,8011.04,801.1,4426.72,442.67,3584.33,358.43,4762.14,476.21,2179.92,217.99,2582.22,258.22,3485.96,77.72,523.3,16.75,916.98,91.7,0.457,1.362,1.682,2.031,1.388,0,0,0,8.94,0.21,391.76,194.39,197.37,1048,502,546,1,1,0,429,213,216,619,289,330,40.94,42.43,39.56,3.1,1.48,4.48,1.92,1.84,1.08,18.67,6.63,20.78,7.19,16.59,6.07,7.69,2.09,7.54,1.97,7.82,2.19,2.427,2.755,2.121,209.15,51.21,209.15,51.21,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,34,35,32,58,60,57,17,17,16,0,0,0,"Skipped for ""Max Drawdown"": 523.30. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,9,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,3.3
3476.79,347.68,2559.65,255.97,917.14,91.71,9794.92,979.49,5358.36,535.84,4436.56,443.66,6318.12,631.81,2798.7,279.87,3519.42,351.94,3606.9,78.9,524.7,12.39,917.26,91.73,0.545,1.485,1.55,1.915,1.261,0,0,0,9.05,0.2,457.29,226.5,230.79,1069,513,556,1,1,0,512,254,258,557,259,298,47.9,49.51,46.4,3.25,1.8,4.99,2.39,1.65,1.27,19.13,6.76,21.1,7.35,17.2,6.19,11.34,2.75,10.81,2.47,11.81,2.99,1.687,1.952,1.456,191.97,47.55,191.97,47.55,138.58,34.46,32.44,4.4,30.46,4.4,32.44,4.4,33,35,32,50,51,49,18,19,17,0,0,0,"Skipped for ""Max Drawdown"": 524.70. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,4.3
3731.51,373.15,2563.86,256.39,1167.66,116.77,8935.15,893.52,4886.96,488.7,4048.19,404.82,5203.64,520.36,2323.1,232.31,2880.54,288.05,3882.18,80.1,527.76,11.07,917.84,91.78,0.575,1.924,1.717,2.104,1.405,0,0,0,9.29,0.2,404.17,198.73,205.43,950,452,498,1,1,0,451,219,232,499,233,266,47.47,48.45,46.59,3.93,1.97,5.67,2.5,2.34,1.49,19.81,6.89,22.31,7.58,17.45,6.25,10.43,2.48,9.97,2.27,10.83,2.66,1.9,2.238,1.611,209.54,51.3,209.54,51.3,149.08,37.07,31.35,4.4,30.46,4.4,31.35,4.4,36,39,34,56,61,52,18,19,18,0,0,0,"Skipped for ""Max Drawdown"": 527.76. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,10,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,4.3
3792.41,379.24,2632.76,263.28,1159.66,115.97,8915.54,891.55,4929.7,492.97,3985.84,398.58,5123.13,512.31,2296.95,229.69,2826.18,282.62,3946.21,80.23,554.27,13.54,917.68,91.77,0.559,1.906,1.74,2.146,1.41,0,0,0,9.23,0.19,416.17,205.01,211.16,1051,500,551,1,1,0,454,224,230,597,276,321,43.2,44.8,41.74,3.61,1.62,5.27,2.15,2.1,1.15,19.64,6.82,22.01,7.47,17.33,6.19,8.58,2.33,8.32,2.18,8.8,2.45,2.288,2.644,1.968,209.54,51.3,209.54,51.3,149.08,37.07,60.39,7.56,23.99,3.4,60.39,7.56,34,36,31,56,60,52,17,17,16,0,0,0,"Skipped for ""Max Drawdown"": 554.27. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,10,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,3.3
3539.83,353.98,2415.49,241.55,1124.34,112.43,8437.68,843.77,4638.53,463.85,3799.16,379.92,4897.85,489.79,2223.03,222.3,2674.82,267.48,3754.88,79.43,590.89,14.02,917.41,91.74,0.503,1.773,1.723,2.087,1.42,0,0,0,9.11,0.2,401.46,199.93,201.53,1021,490,531,1,1,0,432,215,217,589,275,314,42.31,43.88,40.87,3.47,1.58,4.93,2.05,2.12,1.14,19.53,6.82,21.57,7.37,17.51,6.28,8.32,2.26,8.08,2.1,8.52,2.41,2.349,2.669,2.055,252.41,63.51,252.41,63.51,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,35,36,33,59,61,57,17,17,17,0,0,0,"Skipped for ""Max Drawdown"": 590.89. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,5.3,18,3.3
2840.94,284.09,2173.96,217.4,666.98,66.7,9690.59,969.06,5421.09,542.11,4269.5,426.95,6849.65,684.96,3247.13,324.71,3602.52,360.25,3112.31,75.69,603.72,17.96,917.26,91.73,0.426,1.006,1.415,1.67,1.185,0,0,0,9.05,0.24,529.74,265.71,264.03,1463,720,743,1,1,0,644,330,314,819,390,429,44.02,45.83,42.26,1.94,1.05,3.02,1.39,0.9,0.71,15.05,5.42,16.43,5.82,13.6,5.01,8.36,2.39,8.33,2.35,8.4,2.43,1.799,1.973,1.619,186.62,45.64,186.62,45.64,149.14,37.08,60.39,7.56,32.87,4,60.39,7.56,24,26,23,38,39,36,14,14,14,0,0,0,"Skipped for ""Max Drawdown"": 603.72. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,4,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,3.3
2758.69,275.87,2195.59,219.56,563.1,56.31,10229.67,1022.97,5688.83,568.88,4540.84,454.08,7470.99,747.1,3493.24,349.32,3977.74,397.77,3030.36,75.7,612.38,17.03,917.44,91.74,0.422,1.085,1.369,1.629,1.142,0,0,0,9.13,0.24,552.42,274.56,277.86,1465,718,747,1,1,0,629,319,310,836,399,437,42.94,44.43,41.5,1.88,1.03,3.06,1.41,0.75,0.66,16.26,5.82,17.83,6.31,14.65,5.31,8.94,2.58,8.75,2.51,9.1,2.65,1.82,2.037,1.609,148.99,36.85,148.99,36.57,148.22,36.85,60.39,7.56,32.87,4,60.39,7.56,25,26,24,38,40,37,14,15,14,0,0,0,"Skipped for ""Max Drawdown"": 612.38. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,3.3,18,3.3
2372.95,237.3,2009.53,200.95,363.43,36.34,9782.57,978.26,5524.18,552.42,4258.39,425.84,7409.62,740.96,3514.66,351.47,3894.96,389.5,2719.74,73.12,637.31,19.05,917.07,91.71,0.356,0.789,1.32,1.572,1.093,0,0,0,8.98,0.27,562.52,280.03,282.49,1565,770,795,1,1,0,693,356,337,872,414,458,44.28,46.23,42.39,1.52,0.91,2.61,1.28,0.46,0.55,14.12,5.14,15.52,5.6,12.64,4.66,8.5,2.46,8.49,2.44,8.5,2.48,1.661,1.828,1.486,148.99,36.85,148.99,36.57,148.22,36.85,60.39,7.56,32.87,4,60.39,7.56,23,24,22,35,36,33,14,14,13,0,0,0,"Skipped for ""Max Drawdown"": 637.31. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,3,1.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,4.3,18,3.3
3542.21,354.22,2431.56,243.16,1110.64,111.06,8640.76,864.08,4807.76,480.78,3833,383.3,5098.55,509.86,2376.2,237.62,2722.35,272.24,3722.33,79.28,647.29,13.97,917.29,91.73,0.507,1.845,1.695,2.023,1.408,0,0,0,9.07,0.2,404.31,202.94,201.37,1003,488,515,1,1,0,416,211,205,587,277,310,41.48,43.24,39.81,3.53,1.61,4.98,2.1,2.16,1.14,20.77,7.2,22.79,7.78,18.7,6.6,8.69,2.36,8.58,2.23,8.78,2.47,2.391,2.656,2.129,252.41,63.51,252.41,63.51,143.61,35.71,60.39,7.56,36.88,4.58,60.39,7.56,35,37,33,60,63,58,17,17,17,0,0,0,"Skipped for ""Max Drawdown"": 647.29. All parameters are changed randomly",28,5,2022,28,5,2023,0,10,8,0,50,8,2.25,10,12,1,Atr,0,SL@CUSTOM,51,20,21,RMA,2,3,6,18,3.3
